Name,Label
S0505_C03_143E,Estimate Foreign born; Born in Eastern Asia Renter-occupied housing units
S0505_C03_144E,Estimate Foreign born; Born in Eastern Asia Renter-occupied housing units GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS Less than 30 percent
S0505_C03_145E,Estimate Foreign born; Born in Eastern Asia Renter-occupied housing units GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS 30 percent or more
S0505_C04_001E,Estimate Foreign born; Born in South Central Asia Foreign-born population
S0505_C04_002E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen
S0505_C04_003E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen Entered 2010 or later
S0505_C04_004E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen Entered 2000 to 2009
S0505_C04_005E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen Entered before 2000
S0505_C04_006E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen
S0505_C04_007E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen Entered 2010 or later
S0505_C04_008E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen Entered 2000 to 2009
S0505_C04_009E,Estimate Foreign born; Born in South Central Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen Entered before 2000
S0505_C04_010E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE Male
S0505_C04_011E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE Female
S0505_C04_012E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE Under 5 years
S0505_C04_013E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 5 to 17 years
S0505_C04_014E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 18 to 24 years
S0505_C04_015E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 25 to 44 years
S0505_C04_016E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 45 to 54 years
S0505_C04_017E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 55 to 64 years
S0505_C04_018E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 65 to 74 years
S0505_C04_019E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 75 to 84 years
S0505_C04_020E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE 85 years and over
S0505_C04_021E,Estimate Foreign born; Born in South Central Asia Foreign-born population SEX AND AGE Median age (years)
S0505_C04_022E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race
S0505_C04_023E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race White
S0505_C04_024E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Black or African American
S0505_C04_025E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race American Indian and Alaska Native
S0505_C04_026E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Asian
S0505_C04_027E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Native Hawaiian and Other Pacific Islander
S0505_C04_028E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Some other race
S0505_C04_029E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN Two or more races
S0505_C04_030E,Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN Hispanic or Latino origin (of any race)
S0505_C04_031E,"Estimate Foreign born; Born in South Central Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN White alone, not Hispanic or Latino"
S0505_C04_032E,Estimate Foreign born; Born in South Central Asia Foreign-born population HOUSEHOLD TYPE In married-couple family
S0505_C04_033E,Estimate Foreign born; Born in South Central Asia Foreign-born population HOUSEHOLD TYPE In other households
S0505_C04_034E,Estimate Foreign born; Born in South Central Asia Foreign-born population Average household size
S0505_C04_035E,Estimate Foreign born; Born in South Central Asia Foreign-born population Average family size
S0505_C04_036E,Estimate Foreign born; Born in South Central Asia MARITAL STATUS Population 15 years and over
S0505_C04_037E,Estimate Foreign born; Born in South Central Asia MARITAL STATUS Population 15 years and over Never married
S0505_C04_038E,"Estimate Foreign born; Born in South Central Asia MARITAL STATUS Population 15 years and over Now married, except separated"
S0505_C04_039E,Estimate Foreign born; Born in South Central Asia MARITAL STATUS Population 15 years and over Divorced or separated
S0505_C04_040E,Estimate Foreign born; Born in South Central Asia MARITAL STATUS Population 15 years and over Widowed
S0505_C04_041E,Estimate Foreign born; Born in South Central Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school
S0505_C04_042E,"Estimate Foreign born; Born in South Central Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school Nursery school, preschool"
S0505_C04_043E,Estimate Foreign born; Born in South Central Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school Elementary school (grades K-8)
S0505_C04_044E,Estimate Foreign born; Born in South Central Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school High school (grades 9-12)
S0505_C04_045E,Estimate Foreign born; Born in South Central Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school College or graduate school
S0505_C04_046E,Estimate Foreign born; Born in South Central Asia EDUCATIONAL ATTAINMENT Population 25 years and over
S0505_C04_047E,Estimate Foreign born; Born in South Central Asia EDUCATIONAL ATTAINMENT Population 25 years and over Less than high school graduate
S0505_C04_048E,Estimate Foreign born; Born in South Central Asia EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate (includes equivalency)
S0505_C04_049E,Estimate Foreign born; Born in South Central Asia EDUCATIONAL ATTAINMENT Population 25 years and over Some college or associate's degree
S0505_C04_050E,Estimate Foreign born; Born in South Central Asia EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree
S0505_C04_051E,Estimate Foreign born; Born in South Central Asia EDUCATIONAL ATTAINMENT Population 25 years and over Graduate or professional degree
S0505_C04_052E,Estimate Foreign born; Born in South Central Asia LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH Population 5 years and over
S0505_C04_053E,Estimate Foreign born; Born in South Central Asia LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH Population 5 years and over English only
S0505_C04_054E,Estimate Foreign born; Born in South Central Asia LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH Population 5 years and over Language other than English
S0505_C04_055E,"Estimate Foreign born; Born in South Central Asia LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH Population 5 years and over Language other than English Speak English less than ""very well"""
S0505_C04_056E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over
S0505_C04_057E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over In labor force
S0505_C04_058E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over In labor force Civilian labor force
S0505_C04_059E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over In labor force Civilian labor force Employed
S0505_C04_060E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over In labor force Civilian labor force Unemployed
S0505_C04_061E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over In labor force Civilian labor force Unemployed Percent of civilian labor force
S0505_C04_062E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over In labor force Armed Forces
S0505_C04_063E,Estimate Foreign born; Born in South Central Asia EMPLOYMENT STATUS Population 16 years and over Not in labor force
S0505_C04_064E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over
S0505_C04_065E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over CLASS OF WORKER Private wage and salary workers
S0505_C04_066E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over CLASS OF WORKER Government workers
S0505_C04_067E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over CLASS OF WORKER Self-employed workers in own not incorporated business
S0505_C04_068E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over CLASS OF WORKER Unpaid family workers
S0505_C04_069E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over OCCUPATION Management, business, science, and arts occupations"
S0505_C04_070E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over OCCUPATION Service occupations
S0505_C04_071E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over OCCUPATION Sales and office occupations
S0505_C04_072E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over OCCUPATION Natural resources, construction, and maintenance occupations"
S0505_C04_073E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over OCCUPATION Production, transportation, and material moving occupations"
S0505_C04_074E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Agriculture, forestry, fishing and hunting, and mining"
S0505_C04_075E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Construction
S0505_C04_076E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Manufacturing
S0505_C04_077E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Wholesale trade
S0505_C04_078E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Retail trade
S0505_C04_079E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Transportation and warehousing, and utilities"
S0505_C04_080E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Information
S0505_C04_081E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Finance and insurance, and real estate and rental and leasing"
S0505_C04_082E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Professional, scientific, and management, and administrative and waste management services"
S0505_C04_083E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Educational services, and health care and social assistance"
S0505_C04_084E,"Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Arts, entertainment, and recreation, and accommodation and food services"
S0505_C04_085E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Other services (except public administration)
S0505_C04_086E,Estimate Foreign born; Born in South Central Asia Civilian employed population 16 years and over INDUSTRY Public administration
S0505_C04_087E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings"
S0505_C04_088E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $1 to $9,999 or loss"
S0505_C04_089E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $10,000 to $14,999"
S0505_C04_090E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $15,000 to $24,999"
S0505_C04_091E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $25,000 to $34,999"
S0505_C04_092E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $35,000 to $49,999"
S0505_C04_093E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $50,000 to $74,999"
S0505_C04_094E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings $75,000 or more"
S0505_C04_095E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings Median earnings (dollars) for full-time, year-round workers: Male"
S0505_C04_096E,"Estimate Foreign born; Born in South Central Asia EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS Population 16 years and over with earnings Median earnings (dollars) for full-time, year-round workers: Female"
S0505_C04_097E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households
S0505_C04_098E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With earnings
S0505_C04_099E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With earnings Mean earnings (dollars)
S0505_C04_100E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With Social Security income
S0505_C04_101E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With Social Security income Mean Social Security income (dollars)
S0505_C04_102E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With Supplemental Security Income
S0505_C04_103E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With Supplemental Security Income Mean Supplemental Security Income (dollars)
S0505_C04_104E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With cash public assistance income
S0505_C04_105E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With cash public assistance income Mean cash public assistance income (dollars)
S0505_C04_106E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With retirement income
S0505_C04_107E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With retirement income Mean retirement income (dollars)
S0505_C04_108E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households With Food Stamp/SNAP benefits
S0505_C04_109E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households Median Household income (dollars)
S0505_C04_110E,Estimate Foreign born; Born in South Central Asia INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) Households Average number of workers per household
S0505_C04_111E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS Population for whom poverty status is determined
S0505_C04_112E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS Population for whom poverty status is determined Below 100 percent of the poverty level
S0505_C04_113E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS Population for whom poverty status is determined 100 to 199 percent of the poverty level
S0505_C04_114E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS Population for whom poverty status is determined At or above 200 percent of the poverty level
S0505_C04_115E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED All families
S0505_C04_116E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED All families With related children of the householder under 18 years
S0505_C04_117E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED All families With related children of the householder under 5 years only
S0505_C04_118E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED Married-couple family
S0505_C04_119E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED Married-couple family With related children of the householder under 18 years
S0505_C04_120E,Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED Married-couple family With related children of the householder under 5 years only
S0505_C04_121E,"Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED Female householder, no spouse present, family"
S0505_C04_122E,"Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED Female householder, no spouse present, family With related children of the householder under 18 years"
S0505_C04_123E,"Estimate Foreign born; Born in South Central Asia POVERTY STATUS IN THE PAST 12 MONTHS POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED Female householder, no spouse present, family With related children of the householder under 5 years only"
S0505_C04_124E,Estimate Foreign born; Born in South Central Asia Occupied housing units
S0505_C04_125E,Estimate Foreign born; Born in South Central Asia Occupied housing units HOUSING TENURE Owner-occupied housing units
S0505_C04_126E,Estimate Foreign born; Born in South Central Asia Occupied housing units HOUSING TENURE Renter-occupied housing units
S0505_C04_127E,Estimate Foreign born; Born in South Central Asia Occupied housing units HOUSING TENURE Average household size of owner-occupied unit
S0505_C04_128E,Estimate Foreign born; Born in South Central Asia Occupied housing units HOUSING TENURE Average household size of renter-occupied unit
S0505_C04_129E,Estimate Foreign born; Born in South Central Asia Occupied housing units ROOMS 1 room
S0505_C04_130E,Estimate Foreign born; Born in South Central Asia Occupied housing units ROOMS 2 or 3 rooms
S0505_C04_131E,Estimate Foreign born; Born in South Central Asia Occupied housing units ROOMS 4 or 5 rooms
S0505_C04_132E,Estimate Foreign born; Born in South Central Asia Occupied housing units ROOMS 6 or 7 rooms
S0505_C04_133E,Estimate Foreign born; Born in South Central Asia Occupied housing units ROOMS 8 or more rooms
S0505_C04_134E,Estimate Foreign born; Born in South Central Asia Occupied housing units Median number of rooms
S0505_C04_135E,Estimate Foreign born; Born in South Central Asia Occupied housing units 1.01 or more occupants per room
S0505_C04_136E,Estimate Foreign born; Born in South Central Asia Occupied housing units VEHICLES AVAILABLE None
S0505_C04_137E,Estimate Foreign born; Born in South Central Asia Occupied housing units VEHICLES AVAILABLE 1 or more
S0505_C04_138E,Estimate Foreign born; Born in South Central Asia Occupied housing units SELECTED CHARACTERISTICS No telephone service available
S0505_C04_139E,Estimate Foreign born; Born in South Central Asia Occupied housing units SELECTED CHARACTERISTICS Limited English Speaking Households
S0505_C04_140E,Estimate Foreign born; Born in South Central Asia Owner-occupied housing units
S0505_C04_141E,Estimate Foreign born; Born in South Central Asia Owner-occupied housing units SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS Less than 30 percent
S0505_C04_142E,Estimate Foreign born; Born in South Central Asia Owner-occupied housing units SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS 30 percent or more
S0505_C04_143E,Estimate Foreign born; Born in South Central Asia Renter-occupied housing units
S0505_C04_144E,Estimate Foreign born; Born in South Central Asia Renter-occupied housing units GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS Less than 30 percent
S0505_C04_145E,Estimate Foreign born; Born in South Central Asia Renter-occupied housing units GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS 30 percent or more
S0505_C05_001E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population
S0505_C05_002E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen
S0505_C05_003E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen Entered 2010 or later
S0505_C05_004E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen Entered 2000 to 2009
S0505_C05_005E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Naturalized citizen Entered before 2000
S0505_C05_006E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen
S0505_C05_007E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen Entered 2010 or later
S0505_C05_008E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen Entered 2000 to 2009
S0505_C05_009E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population CITIZENSHIP AND PERIOD OF ENTRY Not a citizen Entered before 2000
S0505_C05_010E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE Male
S0505_C05_011E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE Female
S0505_C05_012E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE Under 5 years
S0505_C05_013E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 5 to 17 years
S0505_C05_014E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 18 to 24 years
S0505_C05_015E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 25 to 44 years
S0505_C05_016E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 45 to 54 years
S0505_C05_017E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 55 to 64 years
S0505_C05_018E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 65 to 74 years
S0505_C05_019E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 75 to 84 years
S0505_C05_020E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE 85 years and over
S0505_C05_021E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population SEX AND AGE Median age (years)
S0505_C05_022E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race
S0505_C05_023E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race White
S0505_C05_024E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Black or African American
S0505_C05_025E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race American Indian and Alaska Native
S0505_C05_026E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Asian
S0505_C05_027E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Native Hawaiian and Other Pacific Islander
S0505_C05_028E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN One race Some other race
S0505_C05_029E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN Two or more races
S0505_C05_030E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN Hispanic or Latino origin (of any race)
S0505_C05_031E,"Estimate Foreign born; Born in South Eastern Asia Foreign-born population RACE AND HISPANIC OR LATINO ORIGIN White alone, not Hispanic or Latino"
S0505_C05_032E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population HOUSEHOLD TYPE In married-couple family
S0505_C05_033E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population HOUSEHOLD TYPE In other households
S0505_C05_034E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population Average household size
S0505_C05_035E,Estimate Foreign born; Born in South Eastern Asia Foreign-born population Average family size
S0505_C05_036E,Estimate Foreign born; Born in South Eastern Asia MARITAL STATUS Population 15 years and over
S0505_C05_037E,Estimate Foreign born; Born in South Eastern Asia MARITAL STATUS Population 15 years and over Never married
S0505_C05_038E,"Estimate Foreign born; Born in South Eastern Asia MARITAL STATUS Population 15 years and over Now married, except separated"
S0505_C05_039E,Estimate Foreign born; Born in South Eastern Asia MARITAL STATUS Population 15 years and over Divorced or separated
S0505_C05_040E,Estimate Foreign born; Born in South Eastern Asia MARITAL STATUS Population 15 years and over Widowed
S0505_C05_041E,Estimate Foreign born; Born in South Eastern Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school
S0505_C05_042E,"Estimate Foreign born; Born in South Eastern Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school Nursery school, preschool"
S0505_C05_043E,Estimate Foreign born; Born in South Eastern Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school Elementary school (grades K-8)
S0505_C05_044E,Estimate Foreign born; Born in South Eastern Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school High school (grades 9-12)
S0505_C05_045E,Estimate Foreign born; Born in South Eastern Asia SCHOOL ENROLLMENT Population 3 years and over enrolled in school College or graduate school
S0505_C05_046E,Estimate Foreign born; Born in South Eastern Asia EDUCATIONAL ATTAINMENT Population 25 years and over
S0505_C05_047E,Estimate Foreign born; Born in South Eastern Asia EDUCATIONAL ATTAINMENT Population 25 years and over Less than high school graduate
S0505_C05_048E,Estimate Foreign born; Born in South Eastern Asia EDUCATIONAL ATTAINMENT Population 25 years and over High school graduate (includes equivalency)
S0505_C05_049E,Estimate Foreign born; Born in South Eastern Asia EDUCATIONAL ATTAINMENT Population 25 years and over Some college or associate's degree
S0505_C05_050E,Estimate Foreign born; Born in South Eastern Asia EDUCATIONAL ATTAINMENT Population 25 years and over Bachelor's degree
S0505_C05_051E,Estimate Foreign born; Born in South Eastern Asia EDUCATIONAL ATTAINMENT Population 25 years and over Graduate or professional degree
